time_seconds,resolution_width,resolution_height,bitrate_kbps,buffer_seconds,network_phase,network_bandwidth_mbps
0,640.0,360.0,987.0,1.8,phase1_high,20.0
1,640.0,360.0,987.0,2.4000000000000004,phase1_high,20.0
2,640.0,360.0,987.0,3.0,phase1_high,20.0
3,640.0,360.0,987.0,3.6000000000000005,phase1_high,20.0
4,640.0,360.0,987.0,4.2,phase1_high,20.0
5,640.0,360.0,987.0,4.800000000000001,phase1_high,20.0
6,854.0,480.0,1876.0,5.4,phase1_high,20.0
7,854.0,480.0,1876.0,6.016666666666667,phase1_high,20.0
8,854.0,480.0,1876.0,6.633333333333334,phase1_high,20.0
9,854.0,480.0,1876.0,7.25,phase1_high,20.0
10,854.0,480.0,1876.0,7.866666666666667,phase1_high,20.0
11,854.0,480.0,1876.0,8.483333333333333,phase1_high,20.0
12,854.0,480.0,2534.0,9.1,phase1_high,20.0
13,854.0,480.0,2534.0,9.82,phase1_high,20.0
14,854.0,480.0,2534.0,10.54,phase1_high,20.0
15,854.0,480.0,2534.0,11.26,phase1_high,20.0
16,854.0,480.0,2534.0,11.98,phase1_high,20.0
17,854.0,480.0,2534.0,12.7,phase1_high,20.0
18,854.0,480.0,2534.0,13.42,phase1_high,20.0
19,854.0,480.0,2534.0,14.14,phase1_high,20.0
20,854.0,480.0,2534.0,14.86,phase1_high,20.0
21,854.0,480.0,2534.0,15.58,phase1_high,20.0
22,1280.0,720.0,3967.0,16.3,phase1_high,20.0
23,1280.0,720.0,3967.0,16.953846153846154,phase1_high,20.0
24,1280.0,720.0,3967.0,17.607692307692307,phase1_high,20.0
25,1280.0,720.0,3967.0,18.26153846153846,phase1_high,20.0
26,1280.0,720.0,3967.0,18.915384615384617,phase1_high,20.0
27,1280.0,720.0,3967.0,19.56923076923077,phase1_high,20.0
28,1280.0,720.0,3967.0,20.223076923076924,phase1_high,20.0
29,1280.0,720.0,3967.0,20.876923076923077,phase1_high,20.0
30,1280.0,720.0,3967.0,21.53076923076923,phase1_high,20.0
31,1280.0,720.0,3967.0,22.184615384615384,phase1_high,20.0
32,1280.0,720.0,3967.0,22.83846153846154,phase1_high,20.0
33,1280.0,720.0,3967.0,23.492307692307694,phase1_high,20.0
34,1280.0,720.0,3967.0,24.146153846153847,phase1_high,20.0
35,1280.0,720.0,4289.0,24.8,phase1_high,20.0
36,1280.0,720.0,4289.0,25.29,phase1_high,20.0
37,1280.0,720.0,4289.0,25.78,phase1_high,20.0
38,1280.0,720.0,4289.0,26.27,phase1_high,20.0
39,1280.0,720.0,4289.0,26.76,phase1_high,20.0
40,1280.0,720.0,4289.0,27.25,phase1_high,20.0
41,1280.0,720.0,4289.0,27.74,phase1_high,20.0
42,1280.0,720.0,4289.0,28.23,phase1_high,20.0
43,1280.0,720.0,4289.0,28.72,phase1_high,20.0
44,1280.0,720.0,4289.0,29.21,phase1_high,20.0
45,1920.0,1080.0,5102.0,29.7,phase2_low,1.5
46,1920.0,1080.0,5102.0,29.984615384615385,phase2_low,1.5
47,1920.0,1080.0,5102.0,30.26923076923077,phase2_low,1.5
48,1920.0,1080.0,5102.0,30.553846153846152,phase2_low,1.5
49,1920.0,1080.0,5102.0,30.838461538461537,phase2_low,1.5
50,1920.0,1080.0,5102.0,31.123076923076923,phase2_low,1.5
51,1920.0,1080.0,5102.0,31.407692307692308,phase2_low,1.5
52,1920.0,1080.0,5102.0,31.69230769230769,phase2_low,1.5
53,1920.0,1080.0,5102.0,31.976923076923075,phase2_low,1.5
54,1920.0,1080.0,5102.0,32.26153846153846,phase2_low,1.5
55,1920.0,1080.0,5102.0,32.54615384615384,phase2_low,1.5
56,1920.0,1080.0,5102.0,32.83076923076923,phase2_low,1.5
57,1920.0,1080.0,5102.0,33.11538461538461,phase2_low,1.5
58,1920.0,1080.0,5678.0,33.4,phase2_low,1.5
59,1920.0,1080.0,5678.0,33.292857142857144,phase2_low,1.5
60,1920.0,1080.0,5678.0,33.18571428571428,phase2_low,1.5
61,1920.0,1080.0,5678.0,33.07857142857143,phase2_low,1.5
62,1920.0,1080.0,5678.0,32.97142857142857,phase2_low,1.5
63,1920.0,1080.0,5678.0,32.864285714285714,phase2_low,1.5
64,1920.0,1080.0,5678.0,32.75714285714285,phase2_low,1.5
65,1920.0,1080.0,5678.0,32.65,phase2_low,1.5
66,1920.0,1080.0,5678.0,32.542857142857144,phase2_low,1.5
67,1920.0,1080.0,5678.0,32.43571428571428,phase2_low,1.5
68,1920.0,1080.0,5678.0,32.32857142857143,phase2_low,1.5
69,1920.0,1080.0,5678.0,32.22142857142857,phase2_low,1.5
70,1920.0,1080.0,5678.0,32.114285714285714,phase2_low,1.5
71,1920.0,1080.0,5678.0,32.00714285714285,phase2_low,1.5
72,1920.0,1080.0,5423.0,31.9,phase2_low,1.5
73,1920.0,1080.0,5423.0,32.107692307692304,phase2_low,1.5
74,1920.0,1080.0,5423.0,32.315384615384616,phase2_low,1.5
75,1920.0,1080.0,5423.0,32.52307692307692,phase2_low,1.5
76,1920.0,1080.0,5423.0,32.73076923076923,phase2_low,1.5
77,1920.0,1080.0,5423.0,32.93846153846154,phase2_low,1.5
78,1920.0,1080.0,5423.0,33.146153846153844,phase2_low,1.5
79,1920.0,1080.0,5423.0,33.353846153846156,phase2_low,1.5
80,1920.0,1080.0,5423.0,33.56153846153846,phase2_low,1.5
81,1920.0,1080.0,5423.0,33.76923076923077,phase2_low,1.5
82,1920.0,1080.0,5423.0,33.97692307692308,phase2_low,1.5
83,1920.0,1080.0,5423.0,34.184615384615384,phase2_low,1.5
84,1920.0,1080.0,5423.0,34.392307692307696,phase2_low,1.5
85,1920.0,1080.0,5567.0,34.6,phase2_low,1.5
86,1920.0,1080.0,5567.0,34.70666666666667,phase2_low,1.5
87,1920.0,1080.0,5567.0,34.81333333333333,phase2_low,1.5
88,1920.0,1080.0,5567.0,34.92,phase2_low,1.5
89,1920.0,1080.0,5567.0,35.02666666666667,phase2_low,1.5
90,1920.0,1080.0,5567.0,35.13333333333333,phase3_high,20.0
91,1920.0,1080.0,5567.0,35.24,phase3_high,20.0
92,1920.0,1080.0,5567.0,35.34666666666667,phase3_high,20.0
93,1920.0,1080.0,5567.0,35.45333333333333,phase3_high,20.0
94,1920.0,1080.0,5567.0,35.56,phase3_high,20.0
95,1920.0,1080.0,5567.0,35.66666666666667,phase3_high,20.0
96,1920.0,1080.0,5567.0,35.77333333333333,phase3_high,20.0
97,1920.0,1080.0,5567.0,35.88,phase3_high,20.0
98,1920.0,1080.0,5567.0,35.98666666666667,phase3_high,20.0
99,1920.0,1080.0,5567.0,36.093333333333334,phase3_high,20.0
100,1920.0,1080.0,5812.0,36.2,phase3_high,20.0
101,1920.0,1080.0,5812.0,36.12666666666667,phase3_high,20.0
102,1920.0,1080.0,5812.0,36.053333333333335,phase3_high,20.0
103,1920.0,1080.0,5812.0,35.980000000000004,phase3_high,20.0
