time_seconds,resolution_width,resolution_height,bitrate_kbps,buffer_seconds,network_phase,network_bandwidth_mbps
0,854.0,480.0,1247.0,2.3,phase1_high,20.0
1,854.0,480.0,1247.0,3.0999999999999996,phase1_high,20.0
2,854.0,480.0,1247.0,3.8999999999999995,phase1_high,20.0
3,854.0,480.0,1247.0,4.699999999999999,phase1_high,20.0
4,854.0,480.0,1247.0,5.5,phase1_high,20.0
5,854.0,480.0,1247.0,6.3,phase1_high,20.0
6,854.0,480.0,1247.0,7.1,phase1_high,20.0
7,854.0,480.0,1247.0,7.8999999999999995,phase1_high,20.0
8,854.0,480.0,2103.0,8.7,phase1_high,20.0
9,854.0,480.0,2103.0,9.485714285714286,phase1_high,20.0
10,854.0,480.0,2103.0,10.27142857142857,phase1_high,20.0
11,854.0,480.0,2103.0,11.057142857142857,phase1_high,20.0
12,854.0,480.0,2103.0,11.842857142857142,phase1_high,20.0
13,854.0,480.0,2103.0,12.628571428571428,phase1_high,20.0
14,854.0,480.0,2103.0,13.414285714285713,phase1_high,20.0
15,1280.0,720.0,3842.0,14.2,phase1_high,20.0
16,1280.0,720.0,3842.0,14.846153846153845,phase1_high,20.0
17,1280.0,720.0,3842.0,15.492307692307692,phase1_high,20.0
18,1280.0,720.0,3842.0,16.138461538461538,phase1_high,20.0
19,1280.0,720.0,3842.0,16.784615384615385,phase1_high,20.0
20,1280.0,720.0,3842.0,17.43076923076923,phase1_high,20.0
21,1280.0,720.0,3842.0,18.076923076923077,phase1_high,20.0
22,1280.0,720.0,3842.0,18.723076923076924,phase1_high,20.0
23,1280.0,720.0,3842.0,19.369230769230768,phase1_high,20.0
24,1280.0,720.0,3842.0,20.015384615384615,phase1_high,20.0
25,1280.0,720.0,3842.0,20.661538461538463,phase1_high,20.0
26,1280.0,720.0,3842.0,21.30769230769231,phase1_high,20.0
27,1280.0,720.0,3842.0,21.953846153846154,phase1_high,20.0
28,1280.0,720.0,4521.0,22.6,phase1_high,20.0
29,1280.0,720.0,4521.0,23.11764705882353,phase1_high,20.0
30,1280.0,720.0,4521.0,23.63529411764706,phase1_high,20.0
31,1280.0,720.0,4521.0,24.152941176470588,phase1_high,20.0
32,1280.0,720.0,4521.0,24.67058823529412,phase1_high,20.0
33,1280.0,720.0,4521.0,25.188235294117646,phase1_high,20.0
34,1280.0,720.0,4521.0,25.705882352941178,phase1_high,20.0
35,1280.0,720.0,4521.0,26.223529411764705,phase1_high,20.0
36,1280.0,720.0,4521.0,26.741176470588236,phase1_high,20.0
37,1280.0,720.0,4521.0,27.258823529411764,phase1_high,20.0
38,1280.0,720.0,4521.0,27.776470588235295,phase1_high,20.0
39,1280.0,720.0,4521.0,28.294117647058822,phase1_high,20.0
40,1280.0,720.0,4521.0,28.811764705882354,phase1_high,20.0
41,1280.0,720.0,4521.0,29.32941176470588,phase1_high,20.0
42,1280.0,720.0,4521.0,29.847058823529412,phase1_high,20.0
43,1280.0,720.0,4521.0,30.36470588235294,phase1_high,20.0
44,1280.0,720.0,4521.0,30.88235294117647,phase1_high,20.0
45,1920.0,1080.0,5234.0,31.4,phase2_low,1.5
46,1920.0,1080.0,5234.0,31.69333333333333,phase2_low,1.5
47,1920.0,1080.0,5234.0,31.986666666666665,phase2_low,1.5
48,1920.0,1080.0,5234.0,32.28,phase2_low,1.5
49,1920.0,1080.0,5234.0,32.57333333333333,phase2_low,1.5
50,1920.0,1080.0,5234.0,32.86666666666667,phase2_low,1.5
51,1920.0,1080.0,5234.0,33.16,phase2_low,1.5
52,1920.0,1080.0,5234.0,33.45333333333333,phase2_low,1.5
53,1920.0,1080.0,5234.0,33.74666666666666,phase2_low,1.5
54,1920.0,1080.0,5234.0,34.04,phase2_low,1.5
55,1920.0,1080.0,5234.0,34.33333333333333,phase2_low,1.5
56,1920.0,1080.0,5234.0,34.626666666666665,phase2_low,1.5
57,1920.0,1080.0,5234.0,34.919999999999995,phase2_low,1.5
58,1920.0,1080.0,5234.0,35.21333333333333,phase2_low,1.5
59,1920.0,1080.0,5234.0,35.50666666666666,phase2_low,1.5
60,1920.0,1080.0,5891.0,35.8,phase2_low,1.5
61,1920.0,1080.0,5891.0,35.626666666666665,phase2_low,1.5
62,1920.0,1080.0,5891.0,35.45333333333333,phase2_low,1.5
63,1920.0,1080.0,5891.0,35.28,phase2_low,1.5
64,1920.0,1080.0,5891.0,35.10666666666666,phase2_low,1.5
65,1920.0,1080.0,5891.0,34.93333333333333,phase2_low,1.5
66,1920.0,1080.0,5891.0,34.76,phase2_low,1.5
67,1920.0,1080.0,5891.0,34.586666666666666,phase2_low,1.5
68,1920.0,1080.0,5891.0,34.413333333333334,phase2_low,1.5
69,1920.0,1080.0,5891.0,34.24,phase2_low,1.5
70,1920.0,1080.0,5891.0,34.06666666666667,phase2_low,1.5
71,1920.0,1080.0,5891.0,33.89333333333334,phase2_low,1.5
72,1920.0,1080.0,5891.0,33.72,phase2_low,1.5
73,1920.0,1080.0,5891.0,33.54666666666667,phase2_low,1.5
74,1920.0,1080.0,5891.0,33.373333333333335,phase2_low,1.5
75,1920.0,1080.0,5467.0,33.2,phase2_low,1.5
76,1920.0,1080.0,5467.0,33.39333333333334,phase2_low,1.5
77,1920.0,1080.0,5467.0,33.586666666666666,phase2_low,1.5
78,1920.0,1080.0,5467.0,33.78,phase2_low,1.5
79,1920.0,1080.0,5467.0,33.973333333333336,phase2_low,1.5
80,1920.0,1080.0,5467.0,34.16666666666667,phase2_low,1.5
81,1920.0,1080.0,5467.0,34.36,phase2_low,1.5
82,1920.0,1080.0,5467.0,34.553333333333335,phase2_low,1.5
83,1920.0,1080.0,5467.0,34.74666666666667,phase2_low,1.5
84,1920.0,1080.0,5467.0,34.940000000000005,phase2_low,1.5
85,1920.0,1080.0,5467.0,35.13333333333333,phase2_low,1.5
86,1920.0,1080.0,5467.0,35.32666666666667,phase2_low,1.5
87,1920.0,1080.0,5467.0,35.52,phase2_low,1.5
88,1920.0,1080.0,5467.0,35.71333333333334,phase2_low,1.5
89,1920.0,1080.0,5467.0,35.906666666666666,phase2_low,1.5
90,1920.0,1080.0,5723.0,36.1,phase3_high,20.0
91,1920.0,1080.0,5723.0,36.00666666666667,phase3_high,20.0
92,1920.0,1080.0,5723.0,35.913333333333334,phase3_high,20.0
93,1920.0,1080.0,5723.0,35.82,phase3_high,20.0
94,1920.0,1080.0,5723.0,35.72666666666667,phase3_high,20.0
95,1920.0,1080.0,5723.0,35.63333333333333,phase3_high,20.0
96,1920.0,1080.0,5723.0,35.54,phase3_high,20.0
97,1920.0,1080.0,5723.0,35.446666666666665,phase3_high,20.0
98,1920.0,1080.0,5723.0,35.35333333333334,phase3_high,20.0
99,1920.0,1080.0,5723.0,35.260000000000005,phase3_high,20.0
100,1920.0,1080.0,5723.0,35.16666666666667,phase3_high,20.0
101,1920.0,1080.0,5723.0,35.07333333333334,phase3_high,20.0
102,1920.0,1080.0,5723.0,34.980000000000004,phase3_high,20.0
103,1920.0,1080.0,5723.0,34.88666666666667,phase3_high,20.0
104,1920.0,1080.0,5723.0,34.79333333333334,phase3_high,20.0
105,1920.0,1080.0,5612.0,34.7,phase3_high,20.0
