time_seconds,resolution_width,resolution_height,bitrate_kbps,buffer_seconds,network_phase,network_bandwidth_mbps
0,854.0,480.0,1102.0,1.9,phase1_high,20.0
1,854.0,480.0,1102.0,2.44,phase1_high,20.0
2,854.0,480.0,1102.0,2.9799999999999995,phase1_high,20.0
3,854.0,480.0,1102.0,3.5199999999999996,phase1_high,20.0
4,854.0,480.0,1102.0,4.06,phase1_high,20.0
5,854.0,480.0,1923.0,4.6,phase1_high,20.0
6,854.0,480.0,1923.0,5.333333333333333,phase1_high,20.0
7,854.0,480.0,1923.0,6.066666666666666,phase1_high,20.0
8,854.0,480.0,1923.0,6.8,phase1_high,20.0
9,854.0,480.0,1923.0,7.533333333333333,phase1_high,20.0
10,854.0,480.0,1923.0,8.266666666666666,phase1_high,20.0
11,854.0,480.0,1923.0,9.0,phase1_high,20.0
12,854.0,480.0,1923.0,9.733333333333333,phase1_high,20.0
13,854.0,480.0,1923.0,10.466666666666665,phase1_high,20.0
14,1280.0,720.0,3456.0,11.2,phase1_high,20.0
15,1280.0,720.0,3456.0,11.916666666666666,phase1_high,20.0
16,1280.0,720.0,3456.0,12.633333333333333,phase1_high,20.0
17,1280.0,720.0,3456.0,13.35,phase1_high,20.0
18,1280.0,720.0,3456.0,14.066666666666666,phase1_high,20.0
19,1280.0,720.0,3456.0,14.783333333333333,phase1_high,20.0
20,1280.0,720.0,3456.0,15.5,phase1_high,20.0
21,1280.0,720.0,3456.0,16.21666666666667,phase1_high,20.0
22,1280.0,720.0,3456.0,16.933333333333334,phase1_high,20.0
23,1280.0,720.0,3456.0,17.65,phase1_high,20.0
24,1280.0,720.0,3456.0,18.366666666666667,phase1_high,20.0
25,1280.0,720.0,3456.0,19.083333333333336,phase1_high,20.0
26,1280.0,720.0,4278.0,19.8,phase1_high,20.0
27,1280.0,720.0,4278.0,20.335714285714285,phase1_high,20.0
28,1280.0,720.0,4278.0,20.871428571428574,phase1_high,20.0
29,1280.0,720.0,4278.0,21.40714285714286,phase1_high,20.0
30,1280.0,720.0,4278.0,21.942857142857143,phase1_high,20.0
31,1280.0,720.0,4278.0,22.478571428571428,phase1_high,20.0
32,1280.0,720.0,4278.0,23.014285714285716,phase1_high,20.0
33,1280.0,720.0,4278.0,23.55,phase1_high,20.0
34,1280.0,720.0,4278.0,24.085714285714285,phase1_high,20.0
35,1280.0,720.0,4278.0,24.621428571428574,phase1_high,20.0
36,1280.0,720.0,4278.0,25.15714285714286,phase1_high,20.0
37,1280.0,720.0,4278.0,25.692857142857143,phase1_high,20.0
38,1280.0,720.0,4278.0,26.228571428571428,phase1_high,20.0
39,1280.0,720.0,4278.0,26.764285714285716,phase1_high,20.0
40,1920.0,1080.0,4891.0,27.3,phase1_high,20.0
41,1920.0,1080.0,4891.0,27.66,phase1_high,20.0
42,1920.0,1080.0,4891.0,28.02,phase1_high,20.0
43,1920.0,1080.0,4891.0,28.380000000000003,phase1_high,20.0
44,1920.0,1080.0,4891.0,28.740000000000002,phase1_high,20.0
45,1920.0,1080.0,4756.0,29.1,phase2_low,1.5
46,1920.0,1080.0,4756.0,28.36,phase2_low,1.5
47,1920.0,1080.0,4756.0,27.62,phase2_low,1.5
48,1920.0,1080.0,4756.0,26.88,phase2_low,1.5
49,1920.0,1080.0,4756.0,26.14,phase2_low,1.5
50,1280.0,720.0,3123.0,25.4,phase2_low,1.5
51,1280.0,720.0,3123.0,24.616666666666667,phase2_low,1.5
52,1280.0,720.0,3123.0,23.833333333333332,phase2_low,1.5
53,1280.0,720.0,3123.0,23.049999999999997,phase2_low,1.5
54,1280.0,720.0,3123.0,22.266666666666666,phase2_low,1.5
55,1280.0,720.0,3123.0,21.483333333333334,phase2_low,1.5
56,854.0,480.0,1678.0,20.7,phase2_low,1.5
57,854.0,480.0,1678.0,19.928571428571427,phase2_low,1.5
58,854.0,480.0,1678.0,19.15714285714286,phase2_low,1.5
59,854.0,480.0,1678.0,18.385714285714286,phase2_low,1.5
60,854.0,480.0,1678.0,17.614285714285714,phase2_low,1.5
61,854.0,480.0,1678.0,16.84285714285714,phase2_low,1.5
62,854.0,480.0,1678.0,16.071428571428573,phase2_low,1.5
63,854.0,480.0,1234.0,15.3,phase2_low,1.5
64,854.0,480.0,1234.0,14.722222222222223,phase2_low,1.5
65,854.0,480.0,1234.0,14.144444444444446,phase2_low,1.5
66,854.0,480.0,1234.0,13.566666666666666,phase2_low,1.5
67,854.0,480.0,1234.0,12.988888888888889,phase2_low,1.5
68,854.0,480.0,1234.0,12.411111111111111,phase2_low,1.5
69,854.0,480.0,1234.0,11.833333333333332,phase2_low,1.5
70,854.0,480.0,1234.0,11.255555555555555,phase2_low,1.5
71,854.0,480.0,1234.0,10.677777777777777,phase2_low,1.5
72,640.0,360.0,923.0,10.1,phase2_low,1.5
73,640.0,360.0,923.0,9.83,phase2_low,1.5
74,640.0,360.0,923.0,9.56,phase2_low,1.5
75,640.0,360.0,923.0,9.29,phase2_low,1.5
76,640.0,360.0,923.0,9.02,phase2_low,1.5
77,640.0,360.0,923.0,8.75,phase2_low,1.5
78,640.0,360.0,923.0,8.48,phase2_low,1.5
79,640.0,360.0,923.0,8.21,phase2_low,1.5
80,640.0,360.0,923.0,7.94,phase2_low,1.5
81,640.0,360.0,923.0,7.670000000000001,phase2_low,1.5
82,640.0,360.0,876.0,7.4,phase2_low,1.5
83,640.0,360.0,876.0,7.325,phase2_low,1.5
84,640.0,360.0,876.0,7.25,phase2_low,1.5
85,640.0,360.0,876.0,7.175,phase2_low,1.5
86,640.0,360.0,876.0,7.1,phase2_low,1.5
87,640.0,360.0,876.0,7.025,phase2_low,1.5
88,640.0,360.0,876.0,6.95,phase2_low,1.5
89,640.0,360.0,876.0,6.875,phase2_low,1.5
90,640.0,360.0,945.0,6.8,phase3_high,20.0
91,640.0,360.0,945.0,7.1,phase3_high,20.0
92,640.0,360.0,945.0,7.3999999999999995,phase3_high,20.0
93,640.0,360.0,945.0,7.699999999999999,phase3_high,20.0
94,640.0,360.0,945.0,8.0,phase3_high,20.0
95,640.0,360.0,945.0,8.299999999999999,phase3_high,20.0
96,640.0,360.0,945.0,8.6,phase3_high,20.0
97,640.0,360.0,945.0,8.899999999999999,phase3_high,20.0
98,854.0,480.0,1567.0,9.2,phase3_high,20.0
99,854.0,480.0,1567.0,9.7,phase3_high,20.0
100,854.0,480.0,1567.0,10.2,phase3_high,20.0
101,854.0,480.0,1567.0,10.7,phase3_high,20.0
102,854.0,480.0,1567.0,11.2,phase3_high,20.0
103,854.0,480.0,1567.0,11.7,phase3_high,20.0
104,854.0,480.0,1567.0,12.2,phase3_high,20.0
105,854.0,480.0,1567.0,12.7,phase3_high,20.0
106,854.0,480.0,1567.0,13.2,phase3_high,20.0
107,854.0,480.0,2012.0,13.7,phase3_high,20.0
108,854.0,480.0,2012.0,14.174999999999999,phase3_high,20.0
109,854.0,480.0,2012.0,14.649999999999999,phase3_high,20.0
110,854.0,480.0,2012.0,15.124999999999998,phase3_high,20.0
111,854.0,480.0,2012.0,15.6,phase3_high,20.0
112,854.0,480.0,2012.0,16.075,phase3_high,20.0
113,854.0,480.0,2012.0,16.549999999999997,phase3_high,20.0
114,854.0,480.0,2012.0,17.025,phase3_high,20.0
115,854.0,480.0,2012.0,17.5,phase3_high,20.0
116,854.0,480.0,2012.0,17.974999999999998,phase3_high,20.0
117,854.0,480.0,2012.0,18.45,phase3_high,20.0
118,854.0,480.0,2012.0,18.924999999999997,phase3_high,20.0
119,1280.0,720.0,3123.0,19.4,phase3_high,20.0
120,1280.0,720.0,3123.0,19.831249999999997,phase3_high,20.0
